AP	Freq
69799563264	224
62290708608	224
61209626753	224
54909780993	224
54906636421	224
54776612864	224
54769272963	224
54762981382	224
147111070848	223
70882740352	223
62418634882	223
62418634753	223
61204383744	223
54912927872	223
54896151686	223
78385325056	222
54911879297	222
54774515713	222
53825554565	222
70869109765	221
69811095552	221
54900344971	221
54900343812	221
54762981506	221
54766127108	220
53838136320	220
53834991747	220
78385302657	219
70876457984	219
69941126144	219
69934828546	219
69807948800	219
62422829056	219
62279174146	219
54907684996	219
54897200264	219
54770322433	219
53828700294	219
78392642688	218
69936931840	218
69930632193	218
69807950977	218
53836040194	218
142004504576	217
69796416642	217
62287561728	217
55839868929	217
54908733571	217
53824505861	217
53695529987	217
139588586625	216
133283499136	216
69933779076	216
69800609794	216
69797472384	216
63351866369	216
62423878784	216
55840916480	216
54771370114	216
54768224260	216
53838137472	216
70868061314	215
69935883264	215
63352915971	215
54901393415	215
54899296395	215
133284547584	214
70882740224	214
70874359937	214
70869108866	214
69803755650	214
69800610818	214
69798513795	214
63356061826	214
63353973760	214
62286515200	214
54765078533	214
133285596160	213
78387398785	213
70882741376	213
69944265856	213
69801659395	213
63351868546	213
62413400065	213
53833943044	213
147112119424	212
139593828480	212
139591731328	212
70871221251	212
55835673602	212
133283497984	211
133279320066	211
78384254977	211
70873318402	211
69934829568	211
69806902401	211
54898248708	211
54764030979	211
53832894596	211
53695531012	211
52621788161	211
69941127296	210
69937973250	210
63359206400	210
62419683329	210
62417594368	210
62281271427	210
139590682624	209
70878553088	209
70875416576	209
69935877122	209
69803763712	209
69802715265	209
62289659904	209
62286514177	209
62279181312	209
54767176706	209
53837088897	209
133282464768	208
133279319042	208
70875400322	208
70874350593	208
69933778947	208
69931681924	208
62416537731	208
54902441990	208
53832893443	208
53702870017	208
52620739585	208
133288756352	207
78386351233	207
70873312256	207
70873304194	207
69937974403	207
55837772929	207
54911880192	207
54906635266	207
54769273857	207
54766128130	207
53703919616	207
78385301633	206
62417586307	206
54770321411	206
53839185920	206
53693432835	206
78388447360	205
69801658499	205
69797465219	205
62281272321	205
61205432448	205
54907684867	205
53832894469	205
55845111936	204
54911880320	204
54904538115	204
54900345989	204
54777661440	204
139588593792	203
69932731524	203
69799562244	203
69796430850	203
63355014274	203
54903491715	203
54772417537	203
53690287108	203
52616545280	203
133289790592	202
69945313280	202
69935891458	202
69811096704	202
69799560193	202
63488182400	202
62416544768	202
62415497344	202
61207530625	202
55839867905	202
70870156289	201
69929600003	201
69802707074	201
62280222722	201
55840918528	201
53833942018	201
133286652032	200
70876449793	200
69945313408	200
53697628163	200
133286659072	199
70878554240	199
54899295236	199
54773468160	199
53696578563	199
53689239559	199
69932730500	198
69806902273	198
54913976448	198
54902443011	198
147106876545	197
70876464257	197
54905587716	197
53826603143	197
52625982464	197
139589634048	196
133287693441	196
69931682819	196
69803754497	196
63488183424	196
54769271810	196
133284562944	195
70871206916	195
69940070530	195
69808998529	195
70875408512	194
70873304067	194
69939022978	194
69937974273	194
69807950848	194
61218015232	194
54767175812	194
53836040322	194
78389496961	193
70869124227	193
69943216257	193
69801659523	193
63358158978	193
62416538628	193
55845112960	193
54908734593	193
54775564417	193
54771371009	193
54770321539	193
70871207936	192
69934843009	192
69794327680	192
63363402880	192
54901393546	192
53826603016	192
53691335683	192
53688189953	192
52623885313	192
70874352770	191
69803770881	191
69796415491	191
69795365888	191
63351875712	191
62425974784	191
62412344452	191
62283376640	191
54904539271	191
52615496706	191
69799576578	190
61207530496	190
55836723203	190
53696579588	190
70879595520	189
70875415681	189
55841967104	189
53698675714	189
78385325057	188
69935877251	188
69932731395	188
69931681796	188
69808999553	188
62286515329	188
61339657216	188
54902442121	188
54772419585	188
70872254594	187
69934842882	187
69802705921	187
69800609923	187
69797465093	187
62423877760	187
62421780609	187
54898247820	187
53701822465	187
142010797184	186
139592779904	186
133288742016	186
69930634372	186
62288612352	186
62282328064	186
61216966784	186
54913976320	186
54908734465	186
54903490696	186
54765079555	186
53828700295	186
53824504835	186
53688190983	186
147112118400	185
147108972544	185
142009747584	185
133288748032	185
70872255490	185
70868059137	185
69806908416	185
69805851649	185
69795368066	185
63352916993	185
61214869504	185
61213821057	185
61211724800	185
78384254978	184
69939030145	184
69928545408	184
69803756546	184
63364451456	184
63353972864	184
62413392896	184
62291757184	184
54897199246	184
54772418562	184
54761932805	184
78388447232	183
70877512705	183
70876465152	183
69806909568	183
69797479426	183
62290709632	183
54909783041	183
54904540291	183
147110021120	182
147108972672	182
133288749184	182
133286659200	182
133286643840	182
78390544512	182
78385325058	182
70872262784	182
70870158340	182
62283368579	182
53830797319	182
70879594497	181
69798513668	181
62414440579	181
61212772481	181
55839870081	181
54905587846	181
54778710016	181
70880658432	180
69933794306	180
69800610947	180
62420730880	180
61210675329	180
61204384897	180
55837771778	180
54897198083	180
53833943172	180
53698676739	180
78391593088	179
70875401218	179
69933794433	179
69808997376	179
53693433861	179
70875400194	178
69937980416	178
69808998401	178
69805853698	178
69801660416	178
63351867395	178
55840917633	178
54904539141	178
53832894597	178
78392641664	177
78390544384	177
70880643201	177
69798528002	177
69795367943	177
63357111296	177
55841965056	177
54905586691	177
147111069696	176
139589649536	176
133280353280	176
78389495936	176
69942168576	176
62417587330	176
62279175299	176
55846161536	176
54910831617	176
54898248840	176
54772418690	176
53828700168	176
53694482437	176
147105827969	175
133286652928	175
70884837376	175
70880642048	175
70877498369	175
70874366978	175
70874351618	175
70873303170	175
69943215104	175
69942168705	175
69941117953	175
69811095680	175
69803755522	175
69799561347	175
63353964675	175
54901392388	175
54764030980	175
139590697984	174
69943216129	174
54897200132	174
54775564289	174
53824505991	174
139589635201	173
139588585601	173
133285595136	173
78388448385	173
78385302658	173
70880643073	173
70876457089	173
70869116928	173
69804812417	173
69804803073	173
63359208577	173
55838822400	173
54771369987	173
54764028931	173
69939031040	172
63489232000	172
63364450432	172
63362353152	172
55840917505	172
54909782147	172
54775563264	172
54768224388	172
53836040323	172
53827651592	172
133281401857	171
70877513728	171
70869107713	171
69936925827	171
69935876099	171
69932732416	171
61214869633	171
54902440964	171
54899296263	171
53838137473	171
53831845894	171
53828699140	171
53704967168	171
70868061188	170
63356069888	170
62282320003	170
54900344839	170
54899297414	170
54764029959	170
53840234496	170
52627031040	170
69941127168	169
69939022849	169
69804804098	169
69796414465	169
63361304705	169
55838821505	169
54912928896	169
54910830722	169
147107923968	168
142005553152	168
69812144128	168
69807949825	168
62287562753	168
62284418049	168
62282319874	168
53836040195	168
53704968192	168
53699725315	168
70877496321	167
69944265728	167
69813192704	167
69799562245	167
62282318849	167
54900344972	167
53829747716	167
142007650432	166
133283499010	166
70873303042	166
69943217152	166
69800625154	166
69800610819	166
63357118464	166
54896150666	166
54776612865	166
54766127236	166
52618642433	166
70874352642	165
69806909440	165
63487134848	165
61206481920	165
54767175685	165
54766128131	165
54762981383	165
53692384259	165
53691336712	165
142008698880	164
142007650304	164
133283514368	164
133281400832	164
70883788800	164
70881690624	164
70878554112	164
69939037313	164
69803763840	164
63358159872	164
55836724226	164
53838137345	164
139587537024	163
133285596161	163
78389495808	163
78387399810	163
70881691649	163
70878546945	163
69934827652	163
69931697154	163
69812145280	163
69796423808	163
69796423681	163
54910829569	163
54905588738	163
54901394565	163
54899297285	163
54767174659	163
139587537920	162
133284546560	162
133280352257	162
78386350210	162
70873305088	162
69931681925	162
69810046977	162
62424927360	162
62412351616	162
54897200265	162
54767176707	162
53695531013	162
139589634177	161
133286652033	161
78390545537	161
69944280064	161
69940069377	161
69798512771	161
62289660033	161
62281271298	161
62280223875	161
61216967808	161
61211723905	161
54915024896	161
54912926720	161
54900343813	161
54899296396	161
53834991620	161
139594877056	160
133282450433	160
70874351746	160
69930633220	160
69801673730	160
69798514688	160
62413399041	160
55836723204	160
54909783169	160
54909782018	160
53829748744	160
53699724290	160
301722553472	159
78393691264	159
78391592960	159
69931697281	159
69805853826	159
69804805122	159
62290708480	159
55846160512	159
54904540162	159
54903491587	159
54900345861	159
54771370115	159
53839186048	159
53692385286	159
52628079616	159
69945314432	158
69798512643	158
62282327040	158
54902441991	158
54901394436	158
54898246660	158
54766127109	158
54765078661	158
53839184896	158
53834990594	158
53833943173	158
53833943045	158
53829748870	158
133289789568	157
70870158467	157
69946363008	157
69806900225	157
69803762688	157
63359208448	157
62424926336	157
62413393028	157
62287563905	157
61208579201	157
55847210112	157
55847209088	157
54906636292	157
54898247687	157
54777661568	157
52622836737	157
70877498498	156
69933779077	156
62421779456	156
62288610304	156
62285464577	156
55841966209	156
53837088898	156
53694481412	156
142010796160	155
78387398786	155
70875399169	155
70869117056	155
69943217281	155
63353966592	155
62291757056	155
54907684997	155
54906637442	155
54768223234	155
147113168000	154
78390559872	154
70883789952	154
62284417155	154
142011844736	153
70876447745	153
69945314304	153
69942183040	153
69932745730	153
69798519808	153
69795366914	153
63356070016	153
63353965698	153
62285465730	153
54912927873	153
54907683842	153
54901393547	153
54771371010	153
53706015744	153
52617593857	153
133281417217	152
70878544897	152
70869108739	152
69939021955	152
69929592960	152
69802707970	152
69796416518	152
69794319490	152
62423877633	152
55835676672	152
54773467266	152
54762982406	152
53690287109	152
70872269954	151
69940085761	151
69933777922	151
69928536192	151
69806910464	151
69801667584	151
62289660928	151
62280223745	151
54773468161	151
54769272836	151
54768225282	151
53702871041	151
70875401219	150
70873304068	150
69937982464	150
69936926720	150
69934826498	150
63357118592	150
62422829185	150
55839869057	150
54902443140	150
54768224261	150
53838136321	150
53833942019	150
53696579589	150
147110021249	149
142009748608	149
133279320067	149
70871222273	149
69940071554	149
69934828676	149
61215918080	149
61212773376	149
54903490566	149
53826603017	149
133279319043	148
70880644096	148
70875415554	148
69802708099	148
63487133825	148
61205433473	148
54772418563	148
54766126083	148
54765077507	148
53689239560	148
147103730817	147
70881707136	147
70878561281	147
70872270849	147
70869109766	147
69944263680	147
69941120001	147
69940070402	147
69799568384	147
63360254976	147
63357110403	147
63351868417	147
62281272451	147
55835675650	147
54908733443	147
54765078534	147
53688190984	147
70880650240	146
70875407360	146
69943231616	146
63352918016	146
54911879169	146
54900344973	146
54765079556	146
53829747717	146
69941134337	145
69940078592	145
69940070531	145
69932729346	145
69930634243	145
62424926208	145
62418634883	145
55843015680	145
54908733572	145
53700773890	145
53700772866	145
70872254467	144
70870158341	144
69939021826	144
69811095553	144
69810047105	144
69802707075	144
69801658371	144
62279174274	144
54912927745	144
53831846022	144
133285610624	143
78393690240	143
70871207043	143
70870159360	143
69945328640	143
69935884417	143
69934834688	143
69931680770	143
69929585795	143
69929585666	143
63363402752	143
63362353281	143
62420733057	143
62292805760	143
61209625600	143
54898247821	143
53841283072	143
53691336713	143
301725699200	142
70871206917	142
70871206019	142
63362354176	142
62419683458	142
62284424192	142
61472819456	142
54913977472	142
54767175813	142
54764030981	142
53837088770	142
53828700169	142
133286643712	141
69940078720	141
69796415619	141
63356062850	141
63355013251	141
62412351488	141
61208578049	141
54773466113	141
54772417538	141
54771371011	141
53697628164	141
147112118272	140
133290845184	140
69946361856	140
69937973251	140
69806916609	140
69803755651	140
62420731905	140
62417585153	140
62413392002	140
53690288136	140
70880651392	139
69936924675	139
69931689985	139
69929591809	139
69814241280	139
69805852802	139
69805852674	139
69800609795	139
61216966656	139
55840918657	139
54911880193	139
54899297415	139
54761931778	139
53698675715	139
52619691010	139
78394739840	138
70885885952	138
70877497474	138
70877497346	138
69810048129	138
62421781633	138
62284416001	138
62283367425	138
55843014785	138
54762981384	138
54761933830	138
53828699141	138
53825554566	138
53703918593	138
147113166976	137
70872255491	137
70871204866	137
69806902274	137
69804804226	137
69803756675	137
63352916098	137
62427024512	137
54779758592	137
54772419586	137
53831845895	137
53706016768	137
147110036608	136
78391594113	136
70869109891	136
69937988610	136
69804819457	136
69804805123	136
69800610820	136
62415490179	136
62290708609	136
62287563776	136
62283369602	136
61341747328	136
54774514689	136
54764030084	136
53834991748	136
53697627139	136
53695529988	136
142011845760	135
133287692288	135
133284546688	135
78388447361	135
78387398656	135
70883788928	135
70875401347	135
69809013760	135
69809006720	135
63361303552	135
63360257153	135
55845111808	135
54903489540	135
54899296512	135
54897199110	135
54776611840	135
54773467138	135
54770322434	135
54770320386	135
53827651593	135
139593828352	134
139590683777	134
133287692417	134
70871205891	134
69940071425	134
69805853699	134
69800617985	134
69797464195	134
63358158849	134
63355022336	134
62280221697	134
62279176192	134
61342796928	134
54897199247	134
54766128132	134
53837088899	134
53829748745	134
53689238531	134
147107924096	133
142008699008	133
142003463168	133
133290853504	133
78386351234	133
70881691777	133
69811094528	133
63363400704	133
62280224768	133
54916073600	133
54778710017	133
53707064320	133
142009747456	132
139595926656	132
139591746560	132
133288749185	132
78393690112	132
69945312256	132
69933779972	132
69930634373	132
69807965185	132
69802706947	132
69798513669	132
62288612481	132
62283369473	132
54774515714	132
54764029960	132
53842331648	132
53831846023	132
53830796292	132
53827650564	132
133285610497	131
70872256512	131
69805868033	131
69797465094	131
63363401728	131
62418635906	131
55844064256	131
55843013632	131
54915025024	131
54905587717	131
54896151687	131
54762980355	131
147107932160	130
139594876928	130
139592795264	130
78391593089	130
69944264833	130
69941119106	130
69810045952	130
63489230976	130
62425974912	130
62290709504	130
55835674626	130
54901393416	130
54899296397	130
54777661441	130
54774515842	130
53825554440	130
133283513345	129
70877512833	129
69931682950	129
69804813312	129
61339651200	129
61218015360	129
54775564290	129
139589635072	128
133290846336	128
70870172676	128
69947410560	128
69934828547	128
62280229888	128
61345942656	128
61210674176	128
54906636422	128
54780807168	128
54769272964	128
301723601024	127
147108973697	127
70882740225	127
70875400195	127
69939030146	127
69803756547	127
69799569409	127
61344894080	127
54904539272	127
54900345990	127
53703919617	127
147108988032	126
133286651904	126
69942182913	126
69935884289	126
69932730501	126
69805860864	126
69801659396	126
69796416643	126
61215918209	126
61211723777	126
55844063361	126
54901392389	126
54767176708	126
53830797446	126
53694482438	126
142006601728	125
70884838528	125
70879602688	125
70875400323	125
70872255619	125
69947410432	125
69946361984	125
62419691520	125
62419684352	125
62415489156	125
62292806784	125
61211724929	125
54910830723	125
54901393548	125
54900344974	125
54762981507	125
53836039170	125
53693433862	125
142004505600	124
139595925632	124
139590682753	124
133282449409	124
133281416194	124
78392641665	124
70881707008	124
70878554241	124
70873318403	124
70870164480	124
69939020802	124
69935875074	124
69802722306	124
69800611840	124
69797464067	124
63361305600	124
62418642944	124
61213819904	124
61211722752	124
54899295237	124
53830797320	124
78388448386	123
70876464130	123
70876448898	123
70871221252	123
70868061189	123
69936940034	123
69934835713	123
69804812418	123
62424927232	123
62291758208	123
62279175170	123
61340698752	123
55848258688	123
55837772802	123
55837771906	123
54908732418	123
54761932806	123
53834990595	123
53832894470	123
70876449922	122
70868060162	122
69940077568	122
69811102720	122
69809006592	122
69808999424	122
69801666689	122
69797471232	122
69794318337	122
62281273344	122
54916073472	122
54902442122	122
54901394437	122
53839185921	122
53698676740	122
53695531014	122
139593828481	121
139590690816	121
133289790593	121
78389511296	121
70879593473	121
70876457090	121
70876448770	121
69946377216	121
69939022979	121
69937974404	121
69800610821	121
63360257024	121
63358167040	121
62425975936	121
62422828032	121
62289658880	121
55846160384	121
55845112832	121
54913976449	121
54907685890	121
54903490697	121
54896150531	121
54777660416	121
54774516736	121
53834991621	121
53829748871	121
53827651720	121
53693432836	121
52629128192	121
142006617216	120
78394738816	120
78389495937	120
69804805250	120
69794319364	120
61212771328	120
54908734466	120
54906637314	120
54906635267	120
54898248841	120
54772418691	120
54770321412	120
54768224389	120
54767175686	120
53840234624	120
52621788162	120
147114215552	119
133282449536	119
70880658561	119
70879609857	119
69807958016	119
69805853700	119
69799561219	119
63360264192	119
54910830594	119
54903490567	119
54902440965	119
54772419587	119
53832894598	119
147111069825	118
142003465216	118
133281401984	118
78392642689	118
78384254081	118
70880651264	118
70874366979	118
69936932865	118
69935876228	118
69802715137	118
63353963521	118
62416537732	118
62286514306	118
61207529473	118
54769271811	118
54762981385	118
53840233472	118
53834991749	118
53701822466	118
147114216576	117
142006601857	117
70869109767	117
69811103872	117
69806901250	117
69795367944	117
63358167168	117
63355012097	117
62420740096	117
62290707456	117
62281278464	117
55844062208	117
54905587847	117
54898248709	117
54896150784	117
54896150667	117
54776612993	117
53692385287	117
53688190985	117
139595940992	116
133284562048	116
69812144256	116
69799562372	116
69799562246	116
63356061827	116
62282321027	116
54907686018	116
54897200266	116
53822408840	116
53694481413	116
139591731329	115
133284561921	115
78392641536	115
78388448256	115
70883804288	115
70877504512	115
70874358784	115
70872254595	115
70872253442	115
70870165632	115
69944264705	115
69943231489	115
69935891459	115
69815289856	115
62284425216	115
61209627777	115
61206480897	115
55836723205	115
54915026048	115
54913976321	115
54904539142	115
54771369988	115
54764030982	115
52624933889	115
133288749056	114
133287707648	114
70882739200	114
70878546946	114
70870158342	114
69937972226	114
69811096705	114
69807950849	114
69797465095	114
62413400193	114
62279173121	114
61208577024	114
54912928768	114
54901393664	114
54771368962	114
54769273858	114
54766127110	114
54762982407	114
53831844868	114
53701821442	114
301724650624	113
133282450560	113
78388462720	113
70878561409	113
69948459008	113
69947411584	113
69942166529	113
69936924804	113
69804806144	113
69800618113	113
69796416519	113
61214868480	113
55845111937	113
54917122048	113
54910831745	113
54907684868	113
54766128133	113
54766127237	113
53707065344	113
53696578564	113
53691336714	113
147113166848	112
147104779393	112
142007658496	112
142005554305	112
139591732224	112
78390544513	112
78389496962	112
70886934528	112
70882740353	112
69944265857	112
69933780100	112
69932739585	112
69806902275	112
62292805632	112
55840916481	112
54904538116	112
54896149506	112
54764028932	112
53836040324	112
53830796293	112
53823457416	112
52625982465	112
133287707776	111
133285596289	111
133284547585	111
78392657024	111
70882755712	111
70880644225	111
70877505664	111
70877505536	111
69941118978	111
69795367042	111
62425975808	111
62288611329	111
55838819329	111
54911879298	111
54911878145	111
54900344840	111
54899296264	111
54770322435	111
53832894599	111
53825554567	111
53825553412	111
53704967169	111
53689239561	111
133289789440	110
133286644865	110
70879595650	110
69932745858	110
63363401857	110
62414441604	110
62278127616	110
62278124544	110
61219063808	110
61205432321	110
54902443012	110
54775563265	110
54771371012	110
54767174660	110
53696579590	110
142006602881	109
142005554176	109
139595925504	109
70883787776	109
70874352643	109
70873311361	109
70869108867	109
69935877123	109
63356060673	109
62422830209	109
62285472768	109
54902441992	109
54775564418	109
54770321540	109
54768224262	109
53838137474	109
53836040196	109
53699724291	109
78396836992	108
78395787392	108
78394738688	108
70874351619	108
70868068480	108
69944280192	108
69937973380	108
69934827524	108
62423877761	108
62293855360	108
62280222723	108
61210676353	108
55838820354	108
54903491716	108
54778708992	108
53695529989	108
133288749186	107
70879610880	107
70876449794	107
70875415555	107
70875409408	107
70873304069	107
70869124100	107
69937988737	107
69936925698	107
69934827653	107
69931690113	107
69801657346	107
69800610822	107
62420732928	107
55841966081	107
54909780994	107
54908733573	107
54907683843	107
54903491588	107
54900344975	107
54768225283	107
53697628165	107
78388447362	106
70882741377	106
70881692801	106
70881692672	106
70873303043	106
69945313409	106
69939021827	106
69932731525	106
69814241281	106
69810062336	106
69810048000	106
69809006721	106
63362352128	106
54906636293	106
54901394566	106
54777661569	106
53833943174	106
53700772867	106
53690288137	106
142009747585	105
139588593664	105
133291887744	105
78393690241	105
70881691650	105
69933788161	105
69930633348	105
69811095681	105
69804805124	105
63364451328	105
62427023488	105
62285473792	105
62284417026	105
55841967233	105
55838821377	105
55837771779	105
54913975296	105
54909782148	105
54897200133	105
54779758593	105
53958723712	105
53843380224	105
53827650565	105
53824505862	105
53691335684	105
147108972673	104
78395788416	104
70877498370	104
70872269828	104
69948460160	104
69942167682	104
69931681797	104
69800619009	104
69799562247	104
69795368961	104
63353964546	104
62419682305	104
62284418178	104
55843014657	104
54904540163	104
54904539273	104
54772418564	104
53826603018	104
53700773891	104
52628079617	104
147106875392	103
142012893312	103
142011844608	103
142010796032	103
133287693442	103
133282465793	103
70875402240	103
69941120130	103
62425973760	103
61340698753	103
61220112384	103
54909782019	103
54905588739	103
54778710144	103
54772417539	103
54769272837	103
54764029961	103
53837088771	103
53708113920	103
52623885314	103
139594892416	102
139588594688	102
70878562304	102
69949507712	102
69807950978	102
63490280576	102
63352914945	102
54913977344	102
54905586692	102
54899297416	102
54775565312	102
54773467267	102
54773467139	102
53830797447	102
53828700296	102
53702870018	102
147110022273	101
139594877057	101
133288740864	101
133279319170	101
78391608448	101
70882755584	101
70874368001	101
69797465220	101
63359207554	101
63352925184	101
62421780481	101
61209626625	101
54916074624	101
54898247822	101
54773468162	101
53840234497	101
53839184897	101
53830797321	101
53708112896	101
147114215424	100
139598022656	100
78389496832	100
70878545922	100
70874351747	100
70870158343	100
70870157315	100
69942167554	100
69936923650	100
69812145281	100
69812144129	100
69797466113	100
62417594496	100
62417586308	100
62287562882	100
62284419072	100
62283368450	100
55849306240	100
55839869953	100
54898247936	100
54771370116	100
54769273859	100
53827651721	100
53704968193	100
53702871042	100
53699725316	100
53690287110	100
147107925121	99
139592778752	99
133288740992	99
70874352771	99
69932730372	99
69803764736	99
69801659397	99
69800609924	99
69799570433	99
69798513796	99
62418633729	99
62417586178	99
62416536577	99
62415489026	99
61207536640	99
54905588867	99
54901393549	99
54776613888	99
54776612866	99
54766128134	99
54765077508	99
53828700170	99
133290838016	98
70883789824	98
70877497347	98
70873318530	98
70871213056	98
70869124101	98
69947425792	98
69946360832	98
69943224320	98
69936940161	98
69810046978	98
69807959040	98
69804804099	98
63488182401	98
63364450304	98
62423878656	98
62420732034	98
62415488001	98
61207528448	98
55847208960	98
54907684998	98
54900343814	98
54896151555	98
53838137346	98
53824504836	98
53693433863	98
142007665792	97
70874353664	97
69940072448	97
69813193856	97
69813192705	97
69802707971	97
69801666561	97
69798513670	97
69795367945	97
63357109249	97
62422830080	97
62416538755	97
61210675201	97
55836723330	97
54896151688	97
54780807169	97
54770322436	97
54767175814	97
54765079557	97
53836039171	97
53831844869	97
53706015745	97
53695531015	97
139594875904	96
139589643264	96
78394738817	96
78386350080	96
70878555136	96
69940070403	96
63359207425	96
63358158979	96
63351867521	96
62427023360	96
54897199360	96
54774515715	96
54768223235	96
53839186049	96
53833943175	96
53833943046	96
53832894471	96
139596975232	95
139587536897	95
78391592961	95
78388455424	95
70883788801	95
70875401220	95
70872254468	95
69933794307	95
69933779973	95
69932729347	95
69929592835	95
69808998402	95
69800610823	95
69798511618	95
62286521344	95
61473868928	95
61341748352	95
54779757568	95
54775564291	95
54768225284	95
54762982408	95
301724649600	94
147112118401	94
142003471360	94
70884836352	94
70879595521	94
70872261632	94
69937975296	94
69930633221	94
69801673731	94
62424926337	94
62422829057	94
61220113408	94
54915023872	94
54909783042	94
54902442240	94
54901393417	94
54901392390	94
54899297286	94
54898246661	94
54897200267	94
54766126084	94
54761933831	94
54761931779	94
53957675136	94
52627031041	94
70880643074	93
69934835841	93
69807948801	93
69805853701	93
69796416520	93
62286513153	93
61213822081	93
55837770753	93
54916074496	93
54899296398	93
54767176709	93
54765078535	93
53825554441	93
53822408705	93
139592779905	92
133283498112	92
78393690113	92
78392641537	92
78390544385	92
70885885953	92
70882741248	92
70880644097	92
70879594498	92
70878554242	92
70878546947	92
70873304195	92
70869124228	92
70868061190	92
69929584642	92
69812143104	92
69811096576	92
69803755523	92
69795382273	92
63355014275	92
63353965699	92
63352917123	92
61477014656	92
61206482050	92
54915025920	92
54900345862	92
54771369989	92
54769272965	92
54768224263	92
54767175687	92
54762981386	92
53694482439	92
147106883584	91
147106875521	91
78396835968	91
78390545538	91
70887983104	91
69934828677	91
63356061698	91
63351868547	91
62428072960	91
62285465731	91
61216966785	91
61212772353	91
54770321413	91
53841283200	91
53841282048	91
53840233473	91
53838137475	91
53836040325	91
53829748746	91
53823456258	91
53709161472	91
301723602048	90
147110029440	90
147107940352	90
142012894336	90
139589633024	90
78386350211	90
70884837377	90
70873303171	90
70870173698	90
69949507584	90
69945314305	90
69931682951	90
69805852803	90
63366547584	90
62431218816	90
62414439425	90
61219063936	90
61218016384	90
55849307264	90
55835675651	90
54915025025	90
54902443141	90
54761932807	90
53824505992	90
53701822467	90
53696579591	90
53693432837	90
142009762944	89
139593836544	89
78387399680	89
70877497475	89
70874352644	89
69949508736	89
69942176768	89
69931682820	89
69928537220	89
69800610824	89
63365499008	89
63357117440	89
63352915972	89
62423876608	89
62421788672	89
62285466754	89
55836722177	89
54910831618	89
54902440966	89
54900345088	89
54766127111	89
54764030085	89
53828699142	89
147107939456	88
142008697856	88
142006609920	88
139590683648	88
78386351104	88
70885884928	88
70876450816	88
70870172677	88
69940071555	88
69930648704	88
69810048130	88
69806901378	88
69805852675	88
69804805125	88
69802708992	88
69797465096	88
63357110274	88
62291756032	88
55836724227	88
54904540292	88
54779758720	88
54770320387	88
54769273860	88
53844428800	88
53698676741	88
301727796352	87
147115265152	87
147107924992	87
142007665664	87
78391594114	87
78389495809	87
70877499392	87
70876447746	87
70872255492	87
70871206918	87
69945313281	87
69932731396	87
69805861888	87
69805854720	87
69798512644	87
63489230848	87
63365500032	87
63359215616	87
62416537733	87
62289659905	87
62285466625	87
62278126724	87
61219064832	87
61209627649	87
55848257664	87
55837772930	87
54918170624	87
54902442123	87
54777661442	87
54765078662	87
53837087746	87
53836040197	87
53828700297	87
53822407808	87
53688190986	87
147106964480	86
139591746689	86
133282450434	86
133279303680	86
70884837504	86
70876448899	86
70873319425	86
70869125122	86
69817387008	86
69800625155	86
69800610948	86
63353972737	86
62428073088	86
62421781504	86
62285465602	86
61213821952	86
61212773505	86
55835674752	86
54912927874	86
54909782149	86
54906637315	86
54903491589	86
54902441993	86
53827651594	86
53826603019	86
53826601988	86
53823457417	86
53692384260	86
142008714368	85
142007651328	85
142006617088	85
133285596162	85
133284554752	85
70873302018	85
69942168577	85
69941119107	85
69936924805	85
69932738562	85
69801658500	85
69800608770	85
63368645760	85
63351867396	85
62425975809	85
62415497217	85
62412344453	85
62291757185	85
62286522368	85
62279181440	85
61225356416	85
61221162112	85
61219064960	85
61206479872	85
54916072448	85
54911879170	85
54903490698	85
54897200268	85
54897198084	85
54779758594	85
54774514690	85
54773468163	85
54772418565	85
53845477376	85
53841283073	85
142013941888	84
142006602752	84
139591739392	84
139590698113	84
139588584448	84
78387422208	84
70880643202	84
70875400196	84
70872253443	84
69941128192	84
69808997377	84
69807949954	84
69806902402	84
69799562248	84
62420730881	84
55846160513	84
55845110784	84
55839867906	84
54900345991	84
54900344976	84
54768224390	84
54767176710	84
54764028933	84
53840234625	84
53823457284	84
53699725317	84
52630176768	84
147108980736	83
139589642368	83
133286659073	83
78393691265	83
78392641666	83
70871221253	83
69805853827	83
69795367946	83
63365498880	83
62425974913	83
61214870657	83
54911879299	83
54906636423	83
54903489541	83
54901394438	83
54897199111	83
54764029962	83
53827651722	83
53822408841	83
52619691011	83
301723601025	82
147113166977	82
147110022144	82
147107932288	82
139593843840	82
70886933504	82
70885901440	82
69942175744	82
69937974274	82
69935877252	82
69933787265	82
69931683841	82
69815289857	82
69808999554	82
69798520833	82
69795368067	82
69794326528	82
63491328000	82
63488183425	82
62419684482	82
62292806656	82
62283370496	82
61215919104	82
55839868930	82
54907684869	82
54904539143	82
54901393550	82
54898247688	82
54781855744	82
54780807296	82
54768225285	82
54767174661	82
54765079558	82
53963966592	82
53960820864	82
53826603144	82
52620739586	82
147115264128	81
139593829376	81
133291886592	81
133283513472	81
133280353408	81
78388447233	81
70880642049	81
70874351620	81
70871204867	81
70870156290	81
69945314433	81
69939023872	81
69937974405	81
69933778948	81
69798513671	81
69796417537	81
69795367043	81
63361305729	81
62413393029	81
62288618496	81
62280222852	81
61213820929	81
55837771907	81
54910830724	81
54898247823	81
54774515843	81
54773466114	81
53825553413	81
53689239562	81
147108972545	80
139596974208	80
139592780800	80
139591731201	80
